x1,x2,y
-1.455096,-1.393139,1
-0.135766,-0.221321,0
0.646721,0.045747,0
1.037683,0.784517,0
-0.742049,0.849766,0
1.425977,1.447553,1
1.421011,-0.523106,1
0.281622,0.924759,0
0.486991,1.278378,1
1.156241,0.625599,1
-0.135429,1.274151,1
1.481985,0.657512,1
-1.047372,0.425866,0
-0.863418,1.128481,0
1.12438,0.065401,1
1.494027,0.64151,1
-1.344093,-0.500098,1
-0.408257,1.427208,1
-0.434935,0.434166,0
0.544792,-0.054928,0
1.311361,0.539557,1
-0.483779,-1.199438,1
1.058458,1.487603,1
-0.434462,1.388337,1
0.381782,-0.296862,0
0.027798,1.490542,1
1.001236,-1.250727,1
0.036619,0.727753,0
-0.459876,-1.134961,1
-1.311236,-0.968892,1
1.281989,-0.107407,1
-1.271897,-0.839974,1
