x1,x2,y
-1.455096,-1.393139,1
-0.135766,-0.221321,0
0.646721,0.045747,0
1.037683,0.784517,0
-0.742049,0.849766,0
1.425977,1.447553,1
1.421011,-0.523106,1
0.281622,0.924759,0
0.486991,1.278378,1
1.156241,0.625599,1
-0.135429,1.274151,1
1.481985,0.657512,1
-1.047372,0.425866,0
-0.863418,1.128481,0
1.12438,0.065401,1
1.494027,0.64151,1
-1.344093,-0.500098,1
-0.408257,1.427208,1
-0.434935,0.434166,0
0.544792,-0.054928,0
1.311361,0.539557,1
-0.483779,-1.199438,1
1.058458,1.487603,1
-0.434462,1.388337,1
0.381782,-0.296862,0
0.027798,1.490542,1
1.001236,-1.250727,1
0.036619,0.727753,0
-0.459876,-1.134961,1
-1.311236,-0.968892,1
1.281989,-0.107407,1
-1.271897,-0.839974,1
-0.693134,-1.259503,1
-0.698795,-1.28926,1
0.59689,1.252902,1
-0.971703,-0.576535,1
-0.0274,-0.301614,0
0.173731,-1.108287,1
1.227283,-0.120206,1
0.839481,-0.800815,1
-1.071793,1.432679,1
1.439568,-1.369062,1
0.620809,0.128741,0
-0.56332,-0.808654,1
-0.035903,-1.29881,1
-0.8425,0.002919,0
0.720282,-1.248682,1
-0.564782,-0.057465,0
0.658153,-0.818394,1
-0.106234,-1.461404,1
0.388792,0.601255,0
-0.408622,0.981359,0
-0.019518,-1.487422,1
-1.166292,0.437514,1
0.195494,-1.195188,1
-0.195171,0.087623,0
0.332517,-1.468188,1
-0.765148,-1.445839,1
0.191075,1.239816,1
0.10087,-0.434709,0
0.586435,0.909282,0
-0.768024,0.109075,0
-0.661492,-0.829278,1
0.684654,-0.089474,0
0.472317,0.862112,0
0.281663,0.387569,0
-0.202817,1.221574,1
-0.397352,-0.107077,0
-1.14171,0.790454,1
-0.249616,1.48237,1
-1.095891,-1.360423,1
-1.281186,-0.856291,1
1.322022,-0.752438,1
0.191134,-0.67889,0
-1.31721,-0.800457,1
0.403669,-0.658983,0
-1.006326,-0.414482,1
0.476603,-0.239083,0
-0.973151,-0.61232,1
-0.884951,-0.183934,0
-0.450311,-1.491182,1
1.421317,0.368509,1
-1.455438,0.482775,1
1.187274,0.815797,1
-0.723685,-1.25416,1
0.687094,-0.77945,1
-0.149505,-1.357349,1
0.892836,-0.039933,0
1.097952,-0.835989,1
0.900121,-1.197502,1
1.205286,1.154484,1
1.25656,1.303028,1
0.726051,-0.713072,1
0.684903,-1.062927,1
-0.179955,1.486157,1
-0.582808,0.736562,0
0.9923,0.119263,0
-0.54657,-0.220688,0
0.752771,0.006878,0
-1.061706,-0.632821,1
-0.884501,1.1553,1
1.310921,0.944941,1
-0.316797,-1.370759,1
-1.052295,-0.91624,1
-0.493649,1.137461,0
-0.250693,-0.686861,0
-0.750085,-0.308745,0
-0.628837,-0.679065,1
-0.770423,-0.922996,1
-1.228489,0.284663,1
0.19035,-1.213882,1
0.630494,1.16234,0
-0.621097,-0.152872,0
0.172726,-0.952501,1
-1.062836,-0.411819,1
0.756173,-0.162818,0
1.195854,-0.355119,1
-0.989898,-0.353816,1
-0.357554,-0.39989,0
1.388631,-0.073663,1
0.111802,-0.027964,0
0.417504,0.14198,0
1.450157,-0.632601,1
0.014131,0.60026,0
0.264907,-0.802866,1
-1.0518,1.248243,1
-0.138976,-0.654513,0
1.463939,0.111766,1
