@relation D_32

@attribute x1 numeric
@attribute x2 numeric
@attribute y {0, 1}

@data
-0.257054,0.078034,0
0.413775,0.682264,0
-1.314939,1.046564,1
1.220088,0.771365,1
-0.463453,-0.676564,1
-0.098112,1.071715,0
1.22731,-1.122478,1
0.765935,-1.113343,1
1.393368,-0.236377,1
0.15723,1.08758,0
-0.716196,-1.096125,1
-0.818925,0.896253,0
-0.295448,1.398856,1
0.547583,-1.094928,1
1.210631,1.410298,1
0.383665,-1.345742,1
0.850102,-0.134503,0
1.383015,-0.142093,1
-0.988103,-0.421304,1
1.462166,1.165714,1
0.614518,0.039867,0
0.328034,0.235792,0
1.286382,0.383881,1
0.03404,-1.409021,1
-0.337468,-0.131171,0
0.09925,1.165741,1
-0.421967,-0.940047,1
0.899109,0.154855,0
0.671895,-0.355445,0
-0.723641,-1.448069,1
1.487953,-0.057427,1
0.997743,-1.282102,1
