x1,x2
-0.257054,0.078034
0.413775,0.682264
-1.314939,1.046564
1.220088,0.771365
-0.463453,-0.676564
-0.098112,1.071715
1.22731,-1.122478
0.765935,-1.113343
1.393368,-0.236377
0.15723,1.08758
-0.716196,-1.096125
-0.818925,0.896253
-0.295448,1.398856
0.547583,-1.094928
1.210631,1.410298
0.383665,-1.345742
0.850102,-0.134503
1.383015,-0.142093
-0.988103,-0.421304
1.462166,1.165714
0.614518,0.039867
0.328034,0.235792
1.286382,0.383881
0.03404,-1.409021
-0.337468,-0.131171
0.09925,1.165741
-0.421967,-0.940047
0.899109,0.154855
0.671895,-0.355445
-0.723641,-1.448069
1.487953,-0.057427
0.997743,-1.282102
0.27073,1.181755
0.190558,-0.976256
0.980501,0.478148
0.536118,-1.09715
-0.318613,0.320768
-0.864969,-0.66418
0.430844,1.273613
-0.74085,-0.825673
-0.736418,-0.370481
-0.634558,0.669434
-0.901785,0.755227
-0.495448,-0.884784
1.315129,1.006505
-0.601456,-0.985207
-0.708837,0.893113
-0.978164,0.957317
-0.76845,0.200058
1.031154,-0.909376
0.385261,-0.753503
-0.510878,-0.753934
0.305156,-0.511959
-0.113386,-0.438512
-1.212169,-1.415086
-1.091304,0.730042
-1.054965,-0.817743
-0.168198,-1.218692
0.331628,0.020567
0.684929,-0.477959
0.232136,0.408311
0.946112,-0.962049
0.542747,-0.315392
-1.276587,0.438859
0.295473,-0.36928
0.331363,1.469415
-0.904265,-1.325474
-0.911604,-0.262128
0.691352,0.379164
0.373127,1.07916
-0.318799,-0.346127
1.155236,-1.217919
0.894953,-1.190893
-0.608225,-0.202583
-1.159754,-0.310902
0.074872,0.164721
-0.13135,1.270038
-1.361443,0.412485
0.794982,0.598928
-0.559607,1.413267
-0.612786,0.343504
-0.928535,0.727924
-0.938841,1.074118
-0.483742,0.514387
-0.859894,-0.702449
-0.587008,0.295545
1.127628,0.670213
0.34005,1.379163
-1.367147,1.417492
-0.842373,-0.113961
0.30144,0.749011
-1.435647,-0.37798
-0.684308,0.759739
-0.957394,1.031666
-1.434443,1.298552
-0.034211,-0.925809
-1.294763,-0.876929
0.035663,-0.476142
0.212803,-1.345938
1.40327,-0.921535
-0.687219,-0.285732
0.259853,0.287313
0.833897,-1.413224
-0.785795,-0.27973
0.757013,-1.213394
0.736636,-0.568269
0.915697,0.81046
0.924226,1.277236
0.155812,-0.162151
1.212103,-0.461201
-0.877884,-0.612386
-0.344122,-0.043416
0.007935,-0.464052
-0.014667,-0.710047
-0.687573,-0.021397
-0.853883,-0.237492
-1.208335,-0.541924
-0.560511,0.672781
0.790112,-1.191159
0.096927,-0.62265
1.149676,-0.109819
1.068746,-0.738896
1.381926,0.104159
-0.083467,0.661084
0.660669,0.62972
-1.093091,0.557516
-1.444758,-0.389093
0.563099,0.324926
