x1,x2
-1.192611,0.873216
-0.626178,1.485917
0.125886,0.524121
-1.409972,-0.430813
1.353503,-0.134901
-0.592189,-0.372608
1.144056,0.276366
0.387956,0.869852
-0.707081,-0.009768
0.363385,1.323989
1.325725,-0.979749
-1.049446,-0.319235
0.392764,-0.510833
-0.066702,0.560772
-1.494011,-0.231027
-0.447393,-0.721399
-1.317296,1.087302
-0.892566,-0.235614
0.261109,0.05597
1.431302,-1.154798
1.044987,-0.086893
-0.390102,1.358283
0.859052,-0.759919
1.472572,-0.176934
0.079197,-1.399672
-0.187739,0.743507
-1.431312,-0.831749
0.804977,-0.636554
0.55654,-0.704964
1.099115,1.224128
-0.477059,-1.403646
0.217323,-0.729109
-1.405056,1.448366
-0.644141,-1.330984
-0.600911,1.02795
-0.180235,1.329211
-1.47955,-0.835357
-0.352399,-1.125724
-1.019794,0.880148
1.057983,1.149139
-1.320248,1.197114
-0.225644,0.25626
-0.555947,0.938194
-1.201362,-0.206804
0.890766,-0.976186
-1.13935,0.020103
0.588431,-0.071212
0.259088,0.001011
-0.198645,0.391053
1.445689,-0.272131
0.510084,0.167506
0.48336,-1.112966
0.622544,0.490655
1.371398,0.526209
-1.396513,1.069323
-1.135754,0.337838
-0.662125,-0.702119
0.800968,-0.072106
0.4438,0.682408
-1.005475,0.781316
-1.228929,-0.027202
0.892895,0.198415
0.003199,-1.073785
0.331628,0.020567
1.409002,-0.392342
1.347492,0.830592
-1.303988,0.081938
1.272589,1.182041
0.728071,-0.99618
-0.257232,1.037649
-1.095619,0.642561
1.167041,0.581928
0.825334,-0.853943
0.982972,-1.358669
-1.442221,-0.134207
1.091278,1.229242
-1.184196,0.680667
-0.049737,0.665585
0.667529,-0.94218
-0.695291,-1.120051
-0.12698,-0.442335
-0.735965,-0.356476
-1.291818,-0.867371
-1.31397,-0.727591
0.587248,0.577845
-0.168794,0.713924
0.196504,0.98068
0.033869,0.260159
-1.035907,0.371445
-1.017144,-1.071465
-1.432514,-0.619034
-1.136455,-1.002375
-1.360632,0.048961
0.116931,1.083794
1.284274,-0.605438
-0.867471,-1.191311
-1.350427,-0.670018
0.853805,-1.212776
0.407769,0.393113
-1.249685,-1.331475
-0.064332,-0.049269
0.215812,0.870757
-0.344534,-1.402489
0.529847,0.317572
0.780028,1.378995
1.028963,1.458553
-0.307607,0.970493
-0.125661,-0.675554
1.454956,-0.990047
0.848064,1.115127
-1.090884,0.43429
-1.497724,-0.750082
0.517412,-1.340469
-0.904265,-1.325474
0.618674,0.706381
-0.805295,-0.615237
-0.31762,0.302334
-1.381572,-1.388619
-0.582808,0.736562
-1.272344,1.325002
-0.773141,-0.643777
0.480085,-1.462886
1.481421,-0.238494
-0.104117,1.442397
1.49381,-0.234546
0.352537,-0.418667
-1.420246,-1.39878
-1.276865,0.24828
0.815461,-0.092102
0.413762,1.062846
-1.361211,-0.510839
0.645258,-0.740326
-0.339007,-0.809007
-0.750014,-0.009535
-0.514215,-1.081826
-0.161512,-0.616494
-0.559199,0.311896
-0.608225,-0.202583
-0.584432,-0.845916
-0.368553,1.264488
0.525442,-0.788382
0.332517,-1.468188
0.591946,1.259622
0.669597,1.170778
-0.673211,0.702994
0.865297,-0.498365
0.88978,1.389236
-0.632461,0.971762
1.220946,1.34142
0.543269,-0.629486
-0.998204,-1.30131
-0.524298,-1.476552
-0.768218,-0.857126
-1.335037,-0.653641
-0.643759,-1.133941
0.124773,-1.201016
-1.191123,1.068551
-0.237493,-0.668583
0.07412,-0.101399
-1.290325,-1.171346
-0.618449,-1.090442
-1.345966,0.466855
-0.569402,0.512977
0.092024,-1.497038
-0.984333,-0.635098
0.671199,-0.532939
0.916506,0.684819
-0.861846,0.306665
-1.274794,0.515861
0.385315,-0.834287
-0.93442,1.088805
-0.364017,0.502022
-1.362323,1.466349
0.523069,0.901563
0.32553,-0.513485
-0.344122,-0.043416
0.653899,-0.468124
-0.797685,-1.236528
-0.546342,-0.196114
-0.58764,-0.403709
0.445713,-0.752954
1.337189,-0.260074
-0.843841,0.614305
-1.050305,0.613942
0.685714,1.471006
0.503616,-1.392285
1.208012,1.39219
-1.436115,0.149041
-0.345932,-0.87945
-0.870238,-0.585768
0.743957,-1.378262
-0.708756,-0.828826
0.551018,0.136244
-1.497804,0.636866
0.911381,1.439864
0.9793,1.195708
0.004255,-0.37667
-0.510917,-1.082932
-0.934408,1.363118
1.364525,0.355859
-1.312472,0.935516
0.209462,-0.467265
0.098449,0.543394
-0.464349,1.278156
1.157222,-0.641253
0.347857,0.745777
0.130772,-0.35243
1.043141,0.588564
1.062001,0.153104
-0.228006,1.088737
-1.342833,0.739805
0.550013,0.818895
-0.297211,0.139646
-0.901109,0.194451
-1.360694,-0.717087
-0.427746,0.550347
1.462674,0.091664
-1.198082,1.459393
-1.402634,1.474929
0.030105,0.288217
-0.916821,-0.904653
0.988292,-0.767904
-0.970706,0.370384
-0.742049,0.849766
-0.873106,-0.635861
0.217753,1.434598
0.408322,-0.014239
-0.313885,0.608678
-0.421765,1.458164
1.29281,1.222178
-0.74085,-0.825673
1.195155,-1.070886
-1.332802,0.142872
0.274632,1.01058
-0.535639,1.275272
-0.444778,-0.971851
-0.123558,0.514152
0.224809,0.06392
0.317032,0.220856
1.450625,-1.447702
-0.56875,1.248389
-1.226438,-0.183081
-0.722755,1.014879
0.769506,0.998045
0.09745,-1.129914
1.244352,-0.738857
-1.451751,-1.306818
-0.73477,0.748797
-0.028857,-0.086823
0.979622,-0.983935
1.08035,-0.480707
1.445501,0.151248
-1.34234,0.707399
0.231742,-1.283589
0.537865,0.289771
0.280025,-0.266534
1.462466,1.119797
1.482314,-1.179021
-0.513293,-1.13574
-1.101866,1.293919
0.390478,0.60567
-0.442397,1.205506
-0.44684,-0.55581
-0.287023,0.283218
1.186277,1.310255
1.383401,-1.05209
1.027826,-0.242563
0.021474,0.941469
-1.481536,-0.580857
0.72423,0.237736
0.732249,0.950522
-0.813805,-0.7021
-1.486455,-0.433691
1.210838,-0.362328
0.60517,1.219751
0.736251,0.628714
0.328975,0.536772
0.229828,0.622187
-0.694764,0.920199
-0.171295,0.363535
1.230523,-1.302085
0.486112,-0.853087
-1.367147,1.417492
0.303216,-1.095332
-0.986041,0.71466
-0.07442,0.060225
1.277485,-0.56732
0.507003,-0.293439
-1.494983,-1.030786
0.284075,-0.374418
0.635779,-0.455859
-0.821866,1.358188
0.55304,1.470082
-0.236651,-1.188535
0.742234,0.293135
0.669116,-0.645922
0.049106,0.075849
0.161027,0.297217
-1.015221,1.239364
0.291253,1.316031
-0.304478,-1.306869
-0.14841,0.506125
1.378027,1.133439
-0.033519,-1.002684
0.516819,1.08935
-0.792276,0.143251
-0.277278,1.26966
1.193574,1.196415
-0.188844,-1.276295
1.463286,0.085932
0.868123,0.252663
-1.303364,-0.571765
1.037121,1.054551
0.121652,-0.339336
-0.7638,-0.138786
-0.635048,0.692611
0.263613,0.617572
0.752411,-0.742561
-0.602796,0.847403
1.362575,0.954212
-1.04078,-0.093344
-1.321424,0.068081
0.490398,-0.398356
0.272357,-0.324156
0.54387,-0.561203
-0.07887,-0.784491
1.143683,-0.944996
-0.240449,-0.852958
-0.333458,0.028924
-0.313816,1.427016
-0.425152,0.35873
-0.728773,0.617688
0.742577,1.468196
-0.216805,-0.255421
-0.188867,-0.500252
-1.494393,-0.959082
0.15644,1.329709
1.155208,-0.976372
1.00359,1.13589
-0.538193,0.913629
-0.788445,0.562094
-0.771413,0.887208
1.030169,1.048622
1.177388,1.277398
0.688918,-0.347353
0.206837,-0.584691
-0.899198,-0.265053
0.447151,-0.626854
0.539307,-1.039661
0.306464,-0.062021
-0.58738,1.204421
0.380759,-0.779647
-0.322362,0.244696
-1.03734,-1.079289
-0.343497,-1.253344
-1.022171,0.116556
-1.194632,0.221461
-1.430194,-0.759277
-1.370831,-1.372524
-1.132537,-0.759782
-0.661643,-0.408813
0.729243,0.72992
0.085144,-0.964861
0.988114,1.133716
1.062287,-1.223138
-0.820015,-1.010331
1.467608,-0.994042
-0.35438,-0.06805
-0.539002,0.392231
-0.961617,1.229209
1.257991,0.015245
0.356292,-1.188812
-0.842547,1.390282
-0.012101,0.021406
0.771637,1.367113
1.160274,0.652673
-0.273334,-0.885239
-0.869785,-1.410396
-0.513871,-1.006149
0.48892,-0.784609
-0.579325,-1.168856
-0.298961,0.558924
-1.028798,0.160567
-1.457991,0.724875
0.08848,1.237311
-0.54707,1.160193
-0.527202,0.623785
-0.520308,-0.258197
1.102732,-0.303444
0.462821,0.862218
-0.785134,0.553592
0.952061,-1.181246
-1.067033,-0.350112
1.413142,0.759767
-0.508042,0.775396
-1.138029,0.597692
-0.145472,0.461956
0.937666,0.859429
-0.036836,0.706191
-1.260083,0.771884
0.130048,0.766003
-0.317459,-1.402589
-1.40089,-0.923486
-0.451206,0.66019
-0.519085,-0.508455
-0.2611,0.939181
-0.402351,-0.495474
1.181341,0.412555
-1.334486,0.406142
-0.945189,-0.46243
-0.249616,1.48237
0.234942,0.788646
-1.407307,1.333979
-1.269576,-0.996125
1.210847,-0.109856
-1.330076,0.725675
-0.398085,0.797886
-0.404342,-1.207893
-1.255988,-0.826336
-1.174663,0.375982
1.229272,-0.997665
0.809462,1.406513
1.126239,0.262403
-0.374661,-0.022858
1.256114,-1.166911
0.944348,-0.413901
-0.410234,-0.365071
0.443419,1.450446
-0.973006,-1.043541
-1.155128,-0.002436
-0.286093,0.878798
-0.673697,-0.190398
0.887199,1.062454
1.07081,1.222693
0.911805,-0.554936
1.31784,-1.2411
-0.770726,-1.320984
-1.429098,-0.457668
-0.91467,0.092045
0.408852,-1.423628
1.12403,-0.021209
-1.144593,1.383658
0.236616,-0.094329
-0.637368,1.105949
-0.567328,0.390505
-1.31721,-0.800457
0.224618,0.162711
-0.545188,-0.03617
1.058448,-1.466717
0.538766,1.100781
-0.860487,-0.443486
1.199899,0.627312
-0.986246,-0.769902
-1.046052,-0.861973
-0.216791,-0.180931
-1.198289,-0.646786
-0.605491,-0.413286
-1.382996,-0.719691
0.585857,-0.684418
0.276241,-0.741389
-0.312709,1.335904
0.12137,-0.804013
1.482204,-1.486227
1.271153,-0.819922
0.687464,0.77374
0.805921,-0.927373
1.252403,0.422521
0.391037,0.813593
0.194989,-1.205349
0.533461,-0.848309
0.693723,0.714681
1.491024,1.064147
-0.67089,0.139005
1.224706,-0.774023
-0.111482,0.819126
-0.492892,-1.072237
0.736165,-1.488236
-0.567994,0.228098
-1.082711,1.089807
-0.21119,-1.268469
1.280424,-0.524701
-0.035564,-0.360304
1.09449,0.107299
0.889677,0.368959
-0.659075,0.616973
1.467292,-1.190404
1.010377,1.44296
0.952706,1.022398
-0.324017,1.181373
-0.610433,0.952474
-0.027696,-0.70481
-1.021632,-0.906619
-0.247588,0.228458
1.41163,-0.433976
-0.608517,1.3027
0.678575,-0.438101
-0.743062,1.320372
0.24982,-1.186413
0.247774,1.433285
-0.41718,-1.302674
-1.498142,-1.31452
-0.130754,-0.584222
0.640782,-0.857016
-1.340707,-0.39228
-0.755467,1.11787
0.92532,1.424803
-0.672849,-1.435034
0.603458,-1.124628
0.262853,-1.193734
-0.306194,-0.361598
-1.321316,0.28066
1.139704,0.502588
-0.100887,0.695787
-0.953439,-0.494319
0.798208,-0.670107
1.218151,0.535023
-1.070243,-1.163181
1.423839,1.257797
1.039196,0.289888
-0.924641,1.477087
-0.861498,1.202118
-0.749572,-1.126358
0.085567,-0.637371
1.082414,0.358656
-1.111144,1.018514
0.167649,-0.935303
-1.321894,-0.284338
1.239709,-0.189017
0.849594,0.257008
0.01454,-1.35468
-0.969406,0.148219
-1.177975,1.235216
-0.684308,0.759739
-1.110091,-0.412666
-1.409208,0.278884
-1.185833,-1.055734
0.542747,-0.315392
-0.73694,0.287924
0.583585,0.525381
-0.861384,1.145494
0.813194,1.240312
0.85376,1.313528
0.724449,-1.200926
0.025704,-1.189457
0.539933,0.889314
-0.918754,1.017732
1.347486,0.518402
0.76314,-0.569062
-0.562043,-0.125882
1.41519,-1.190801
0.830129,0.058842
1.421825,1.272629
1.100902,-1.273119
1.101218,0.561133
0.792519,-0.488385
-0.918926,-0.912438
1.244417,1.490876
-0.774501,-1.065981
0.232043,-1.423154
0.133375,0.134412
0.965073,1.072739
1.296309,-0.044167
-0.046233,-1.282338
1.45757,0.844099
0.805048,0.390148
-0.810673,1.467882
0.096927,-0.62265
0.686969,-1.000977
-1.071793,1.432679
0.380411,-0.224222
0.120079,-0.670203
0.608179,-1.05053
-0.476929,0.972437
-0.395532,-1.282988
-0.779171,-1.084562
-1.008838,-0.249623
0.526083,1.437161
-0.564171,0.74686
-0.122536,1.407523
1.14383,0.892457
-1.427526,0.96279
-1.052768,1.040864
0.064572,-0.764371
-0.203892,0.947898
0.403035,-0.680069
1.21761,0.24751
0.533226,1.291964
1.149268,0.449645
-0.196764,-0.799967
-1.326381,-1.028728
-1.303575,-1.158379
0.868352,-1.349696
-0.376701,-0.790457
-0.456452,1.347909
1.30349,-0.805217
-1.449985,1.312351
0.730668,1.148987
1.006873,-1.341929
-1.002073,0.903307
-1.057957,-0.514218
-1.357503,-0.941116
1.055512,-1.180004
-0.214157,-0.208619
1.451874,0.061679
-1.329195,-0.884054
0.662801,0.621866
-1.218431,0.800667
-0.523988,-0.237412
-1.291389,-1.458406
-0.375092,-0.814994
-0.605646,-0.296734
1.031314,1.379767
-0.281821,-0.851983
1.050875,-1.225654
-0.74231,-0.779152
