x1,x2
-0.257054,0.078034
0.413775,0.682264
-1.314939,1.046564
1.220088,0.771365
-0.463453,-0.676564
-0.098112,1.071715
1.22731,-1.122478
0.765935,-1.113343
1.393368,-0.236377
0.15723,1.08758
-0.716196,-1.096125
-0.818925,0.896253
-0.295448,1.398856
0.547583,-1.094928
1.210631,1.410298
0.383665,-1.345742
0.850102,-0.134503
1.383015,-0.142093
-0.988103,-0.421304
1.462166,1.165714
0.614518,0.039867
0.328034,0.235792
1.286382,0.383881
0.03404,-1.409021
-0.337468,-0.131171
0.09925,1.165741
-0.421967,-0.940047
0.899109,0.154855
0.671895,-0.355445
-0.723641,-1.448069
1.487953,-0.057427
0.997743,-1.282102
