@relation X_32

@attribute x1 numeric
@attribute x2 numeric

@data
-1.192611,0.873216
-0.626178,1.485917
0.125886,0.524121
-1.409972,-0.430813
1.353503,-0.134901
-0.592189,-0.372608
1.144056,0.276366
0.387956,0.869852
-0.707081,-0.009768
0.363385,1.323989
1.325725,-0.979749
-1.049446,-0.319235
0.392764,-0.510833
-0.066702,0.560772
-1.494011,-0.231027
-0.447393,-0.721399
-1.317296,1.087302
-0.892566,-0.235614
0.261109,0.05597
1.431302,-1.154798
1.044987,-0.086893
-0.390102,1.358283
0.859052,-0.759919
1.472572,-0.176934
0.079197,-1.399672
-0.187739,0.743507
-1.431312,-0.831749
0.804977,-0.636554
0.55654,-0.704964
1.099115,1.224128
-0.477059,-1.403646
0.217323,-0.729109
